nct_id,title,description,eligibility,status,why_stopped,outcome
NCT02910102,Study Evaluating Intepirdine (RVT-101) on Gait and Balance in Subjects With Dementia,"This study seeks to evaluate the effect of intepirdine (RVT-101) on gait and balance in patients with Alzheimer's Disease, Dementia with Lewy Bodies or Parkinson's Disease Dementia.","Key Inclusion Criteria:

Male or female subject with a clinical diagnosis of Alzheimer's disease (AD), dementia with Lewy bodies (DLB), or Parkinson's disease dementia (PDD).

Mini Mental State Examination score 14 to 26 Gait impairment, as assessed by history gathered by the clinical investigator and quantitative measurements Subjects must be on stable background acetylcholinesterase inhibitor therapy

Key Exclusion Criteria:

History and/or evidence of any other CNS disorder that could be interpreted as a cause of dementia (in the opinion of the investigator) Any clinically relevant concomitant disease which, in the opinion of the investigator, makes the subject unsuitable for inclusion in the study.",COMPLETED,,1
NCT03923712,"Exercise, Brain, Cognition, OMICs, Molecular Markers and Functionality in People at Risk of Mild Cognitive Impairment","This project aims to examine the effect of a 5-month period supervised exercise intervention on brain, cognition, OMICs, Molecular Markers and functional status in older people at risk of mild cognitive impairment. Secondarily, the effect of this intervention on antioxidant capacity, lipid metabolism and glucose, physical health (functional capacity, blood pressure, body composition) and mental (quality of life and depression) will be studied, as well as other factors risk (genetic and biological) for the development of Alzheimer. A total of 100 people aged between 65 and 75 years old at risk of mild cognitive impairment will be randomly distributed in the supervised exercise intervention group (n = 50) and control group (n = 50). The design will include a 5-month intervention with measurements at pre and post intervention and a third measurement (retest) after 3 months of completion. The multicomponent supervised exercise program will include aerobic, strength, cognitive and coordinative-agility-balance works, and progression will be established in different load parameters (frequency, volume, intensity, density). Therefore, randomized controlled studies are needed to know the specific effect of dose-response considering the various dimensions in parallel such as neuroimaging, cognitive status and OMICS. This will allow us to understand from a comprehensive perspective the causes and mechanisms underlying the response. This project will significantly increase scientific knowledge about the role of exercise on brain as a therapeutic measure in people at risk of mild cognitive impairment from a multidimensional perspective. The project will have a significant impact at social and economic level by transferring the study findings to social and health setting by means of agents and networks provided for the project.","Inclusion Criteria:

* Do not present any physical illness that prevents you from doing physical activity
* Able to communicate without problems
* Able to read and understand informed consent as well as the object of the study

Exclusion Criteria:

* Acute or terminal illness
* Diagnosis of Alzheimer's
* History of cranioencephalic trauma with loss of consciousness
* History of cerebral infarction, epilepsy, brain tumor
* Unstable cardiovascular disease
* Recent fracture in upper or lower limb
* Alcohol abuse and / or habitual drug use or drug infusion pump
* Presence of pacemakers, defibrillator, metallic implants in the head, intraocular and / or maxillo-facial structures, dental prostheses incompatible with magnetic resonance studies
* Intravascular devices (stent, Coil, filter), heart valve, aneurysm clip, neurostimulator, intravascular catheter with metal or cardiovascular bypass
* Severe visual or auditory problems, implant in the middle / inner ear
* Do not want to complete the study or be assigned to the control group
* He/she is participating in another research study that may influence the present project.",COMPLETED,,1
NCT00544453,Evaluation of [123I] MNI-308 and SPECT as a Marker of Beta-amyloid Protein Deposition in AD Subjects Compared to HC,"The main objectives of this proposal are as follows:

To assess the dynamic uptake and washout of 123-I MNI-308, a potential imaging biomarker for β-amyloid burden in brain, using single photon emission computed tomography (SPECT) in similarly aged Alzheimer's (AD) subjects and healthy controls

To perform blood metabolite characterization of 123-I MNI-308 in healthy and AD subjects to determine the metabolic fate and nature of metabolites in assessment of 123-I MNI-308 as a single photon computed tomography (SPECT) brain imaging agent

Evaluate the test/retest reproducibility of 123-I MNI-308 and SPECT in AD subjects and healthy control","Inclusion Criteria:

* Alzheimer's disease will be recruited for this study. The following criteria will be met for inclusion of AD subjects in this study:

  * The participant is 50 years or older.
  * Written informed consent is obtained.
  * Participants have a clinical diagnosis of Alzheimer's disease based on National Institute of Neurological and Communicative Disorders and Stroke/Alzheimer's Disease and Related Disorders Association (NINCDS/ADRDA) criteria.
  * Mini-Mental Status Exam score \< 25.
  * Modified Hachinski Ischemia Scale score of ≤ 4.
  * Geriatric Depression Scales (GDS) ≤ 10.
  * For females, non-child bearing potential or negative urine or blood pregnancy test on day of 123-I MNI-308 injection.

Healthy Control Subject Selection. Healthy control subjects who have no neurological disease will be recruited for this study. The following criteria will be met for inclusion of healthy control subjects in this study:

* The participant is 50 years or older.
* Written informed consent is obtained.
* Negative history of neurological or psychiatric illness based on evaluation by a research physician.
* Mini-Mental Status Exam score ≥28.
* For females, non-child bearing potential or negative urine or blood pregnancy test on day of 123-I MNI-308 injection.

Exclusion Criteria:

* Alzheimer's subjects will be excluded from participation for the following reasons:

  * The subject has signs or symptoms of another neurodegenerative disease including Parkinson's disease, diffuse Lewy body dementia, or history of significant cerebrovascular disease.
  * The subject has a clinically significant abnormal laboratory value and/or clinically significant unstable medical or psychiatric illness
  * The subject has any disorder that may interfere with drug absorption distribution, metabolism, or excretion (including gastrointestinal surgery).
  * The subject has evidence of clinically significant gastrointestinal, cardiovascular, hepatic, renal, hematological, neoplastic, endocrine, neurological, immunodeficiency, pulmonary, or other disorder or disease.
  * Pregnancy

Healthy control subjects will be excluded from participation for the following reasons:

* The subject has a clinically significant abnormal laboratory value and/or clinically significant unstable medical or psychiatric illness.
* The subject has any disorder that may interfere with drug absorption distribution, metabolism, or excretion (including gastrointestinal surgery).
* The subject has evidence of clinically significant gastrointestinal, cardiovascular, hepatic, renal, hematological, neoplastic, endocrine, neurological, immunodeficiency, pulmonary, or other disorder or disease.
* Pregnancy",TERMINATED,Preliminary data showed \[123I\] MNI-308 not a useful tool in detection of AD.,0
NCT03035201,COcoa Supplement and Multivitamin Outcomes Study for the Mind,"The parent trial (COcoa Supplement and Multivitamin Outcomes Study, COSMOS; NCT02422745) is a randomized clinical trial of cocoa extract supplement (containing a total of 500 mg/d flavanols, including 80 mg. (-)-epicatechins), and a standard multivitamin supplement to reduce the risk of cardiovascular disease and cancer among men aged 60 years and older and women aged 65 years and older. A cognitive ancillary study (COSMOS-Mind) is being conducted among men and women, 65 years and older, who are enrolled in COSMOS and will examine whether the cocoa extract supplement or the multivitamin supplement improves cognitive function and reduces risk of cognitive impairment, including Alzheimer's disease (AD) and other related types of dementia. Participants at the Wake Forest site will only be getting a phone call.","Participants in COSMOS (NCT02422745) who meet the following criteria are eligible to participate in this ancillary study:

Inclusion Criteria -

1. Men and women 65 years and older.
2. Willingness to participate.
3. Ability to answer questions by phone.

Exclusion Criteria -

1. Participants who are co-enrolled in the WHI Memory Study.
2. Participants with insulin-dependent diabetes.
3. Participants who are unable to complete the baseline cognitive assessments.",COMPLETED,,1
NCT00230568,EARTH 413: A Study of Aricept in Hispanic Patients With Mild to Moderate Alzheimer's Disease (AD),"12-week, open-label study to evaluate the effectiveness and safety of donepezil hydrochloride in Hispanic patients with mild to moderate Alzheimer's Disease (AD) in the U.S.","INCLUSION CRITERIA:

* Patients who self-identify as Hispanic and currently live in the United States.
* Age range: Patients \>= 50 years.
* Sex distribution: both men and women. Women must be two (2) years post-menopausal or surgically sterile.
* MMSE scores between 10 and 26 (inclusive).
* Patients must have diagnostic evidence of AD (DSM-IV and NINCDS/ADRDA criteria) either prior to or at the screening visit. Patients with AD who may also have cerebrovascular disease as evidenced by risk factors such as hypertension, diabetes, elevated cholesterol levels, and smoking are also eligible to enroll in the study. In order to be enrolled, such patients' clinical conditions must be controlled, and it must be the investigator's opinion that the patient's primary diagnosis is AD, not vascular dementia. The diagnosis of AD must be recorded in the patient's clinical record prior to the baseline visit.
* CT or MRI within the last 12 months consistent with a diagnosis of AD without any other clinically significant comorbid pathologies found. Patients with vascular changes may be included provided that they do not meet NINDS-AIREN criteria for probable Vascular Dementia (VaD). A copy of the report will be required and should be appended to the case report form. If there has been a significant change in clinical status suggestive of stroke or other neurological disease in addition to AD with onset between the time of the last CT or MRI and the screening evaluation, the scan should be repeated during screening.
* All patients must be naïve to Aricept® treatment. Previous use of an approved or unapproved cholinesterase inhibitor (Exelon® , Cognex®, Reminyl®/Razadyne®, metrifonate, physostigmine) or memantine is allowed provided that the medication was discontinued at least 3 months prior to screening and that the discontinuation was not done for the purpose of enrolling the patient in this trial.
* Patients must reside in the community. (Residence in an assisted living facility is allowed.)
* Patients must have a reliable caregiver or family member who agrees to accompany the patient to all clinic visits, provide information about the patient as required by the protocol, and ensure compliance with the medication schedule. The caregiver must have a minimum of three days per week of direct contact with the patient (for at least 4 hours per day during waking hours).
* The patient must be capable of reliably completing study assessments including all efficacy parameters (MMSE, SDMT, and FOME) and all procedures scheduled during the screening, baseline and all follow-up visits.
* Patients must have clinical laboratory values within normal limits, and within the Eisai (sponsor) guidelines, or abnormalities considered not clinically significant by the investigator and sponsor.
* Patients with stable insulin-dependent diabetes or diabetes stabilized by diet and/or oral hypoglycemic agents are eligible provided they are monitored regularly to ensure adequacy of control. Patients with known diabetes should have an HbA1c of \< 8% at screening.
* Patients with controlled hypertension (sitting diastolic BP \< 95 mmHg), right bundle branch block (complete or partial), and pacemakers may be included in the study.
* Patients with thyroid disease also may be included in the study provided they are euthyroid and stable on treatment for at least 3 months prior to screening, and the stable treatment is maintained throughout study.
* Patients with a history of seizure disorder are allowed provided that they are on stable treatment for at least 3 months and have not had a seizure within the past 6 months.
* Patients must be able to swallow tablet medication -- no crushing of the tablet is allowed.
* Patient must be ambulatory or ambulatory-aided (i.e., walker or cane, or wheelchair). His/her vision and hearing (eyeglasses and/or hearing aid permissible) must be sufficient for compliance with testing procedures.

EXCLUSION CRITERIA:

* Age range: Patients \< 50 years.
* MMSE score of \< 10 or \> 26.
* Patients with active or clinically significant conditions affecting absorption, distribution or metabolism of the study medication (e.g., inflammatory bowel disease, gastric or duodenal ulcers or severe lactose intolerance).
* Patients with a known hypersensitivity to piperidine derivatives or cholinesterase inhibitors.
* Patients without a reliable caregiver, or patients or caregivers who are unwilling or unable to complete any of the outcome measures and fulfill the requirements of this study.
* Patients who live in a skilled nursing facility (nursing home) or expect to enter nursing home within the next 3 months.
* Patients with clinically significant obstructive pulmonary disease or asthma not controlled with treatment at any time during the previous 3 months.
* Patients with recent (\< 2 years) hematological/oncological disorders.
* Evidence of clinically significant, active gastrointestinal, renal, hepatic, endocrine or cardiovascular system disease.
* Patients with a current DSM-lV diagnosis of Major Depressive Disorder (MDD) or any current primary psychiatric diagnosis other than AD (as per DSM-lV).
* Patients with dementia complicated by delirium (DSM 290.30 or 290.11); depression or delusions are common in AD, and patients with severe symptoms so pronounced that they warrant an alternative, concurrent diagnosis, are excluded.
* Patients with a known or suspected history of alcoholism or drug abuse (within the past 5 years).
* Patients with treated vitamin B-12 deficiency who have not been on a stable dose of medication for at least 3 months prior to the study screening visit and who do not have normal serum B-12 levels at screening.
* Patients with treated hypothyroidism that have not been on a stable dose of medication for 3 months prior to screening and who do not have normal serum T-4 and TSH at screening.
* Patients with diabetes mellitus controlled by diet, oral medication, or insulin who do not have an HbA1c of \< 8.0% and a random serum glucose value of \< 170 mg/dl.
* Patients previously treated with Aricept® (donepezil Hydrochloride).
* Any condition which would make the patient or the caregiver, in the opinion of the investigator, unsuitable for the study.",COMPLETED,,1
NCT02546310,Phase 1 Study Investigating Effects of HTL0009936 on Cognition and BOLD fMRI Signals in Healthy Elderly Subjects,"To determine if treatment with HTL0009936 will lead to changes in neural activity, measured using the fMRI BOLD signal and ASL, in brain areas that are associated with spatial and working memory, learning and executive functioning.","Inclusion Criteria:

* Healthy on the basis of medical history, physical examination, vital signs, 12-lead ECG, haematology, blood chemistry, urinalysis and a pre-study psychological assessment.
* Mini Mental State Examination (MMSE) Score of ≥24.
* Intermediate or extensive metaboliser as determined by CYP2D6 genotype.
* Fluent English speaker.
* Right-handed.
* Not a regular smoker

Exclusion Criteria:

* Recreational drug use within 3 months prior to Screening Visit.
* Positive alcohol breath test.
* Positive urine drug screen.
* Consumption of large amounts of caffeinated drinks.
* Consumption of any food or any drinks containing cranberry, pomegranate, star fruit, grapefruit, pomelos, exotic citrus fruits or Seville oranges.
* Ultra-rapid or poor metabolizer as determined by CYP2D6 genotype.
* By self-report, taking two or more daytime naps per week which in the opinion of the investigator is likely to interfere with the ability of the subject to complete the study procedures.
* History of, or presents (in the opinion of the Investigator) with, significant neurological or psychiatric conditions.
* Personal or family history of congenital long QT syndrome or sudden death.
* Concomitant use of drugs that are metabolised by and/or are inhibitors of CYP2D6.
* Concomitant use of drugs that are substrates for the organic cation transporter 2.
* History of significant claustrophobia.
* Fulfils any of the MRI contraindications on the standard site radiography screening questionnaire (e.g. history of surgery involving metal implants).",COMPLETED,,1
NCT00153010,An Evaluation of Three Doses of NS 2330 in Patients With Mild to Moderate Dementia of the Alzheimer's Type,"Objectives: The objective of this study will be to determine the safety, tolerability, drug blood levels, and efficacy of each of three doses of NS 2330 (Tesofensine) given once daily compared with placebo in patients with mild to moderate Dementia of the Alzheimer's Type.","INCLUSION CRITERIA

Patients may be included in this study if they meet all of the following criteria:

1. Male, and female without child bearing potential between 40 and 85 years of age, inclusive. Women who have been postmenopausal for less than 2 years must have a negative pregnancy test at screening.
2. Diagnosis of probable mild to moderate Dementia of the Alzheimer's Type as defined by National Institute of Neurological and Communicative Disorders and Stroke and the Alzheimer's Disease and Related Disorders Association (NINCDS ADRDA) guidelines.9
3. Mini-Mental State Examination (MMSE) score of 10-24 and Alzheimer's Disease Assessment Scale - Cognitive Subscale (ADAS-Cog) score greater than 12 at screening.
4. Modified Hachinski Scale10 score no greater than 4.
5. Central nervous system imaging (CT or MRI scan of brain) compatible with Dementia of the Alzheimer's Type within the past year (also see exclusion criteria).
6. Exhibits reliability and physiologic capability sufficient to comply with all protocol procedures. Patient must be familiar with and fluent in English (i.e., sufficient to complete all study assessments from the language perspective).
7. Patients and/or a legal representative and their caregivers must have given informed consent. The legal representative and caregiver may be the same person.
8. Patient must have a reliable caregiver that is in frequent or daily contact with the patient, who will accompany the patient to the office and who will monitor the administration of prescribed medications. The caregiver will be able to communicate in English and be willing to comply with protocol requirements.

EXCLUSION CRITERIA

Patients must be excluded from this study if they meet any of the following criteria:

1. Secondary disorders inducing dementia such as neurosyphilis, craniocerebral trauma (CT/MRI), hyperthyroidism, or folic acid deficiency.
2. History of malignancy within 3 years, except for basal cell carcinoma.
3. History or diagnosis of symptomatic and/or unstable/uncontrolled:

   * Cardiovascular illnesses such as chronic congestive heart failure (with or without edema), arrhythmias, labile hypertension, ischemic heart disease, myocardial infarction (with residual angina), orthopnea, conduction defects (ECG), or other heart disease classified NYHA III or IV.
   * Liver disease such as cirrhosis, hepatitis B, hepatitis C, or primary or metastatic neoplasm.
   * Gastrointestinal disorder such as GI bleeding, malabsorption syndromes, post-gastrectomy, or active peptic ulcer disease.
   * Renal disease (primary or secondary) such as chronic renal failure (CLCR \< 30 mL/min).
   * Endocrine disease such as diabetes mellitus or hypothyroidism.
   * Neurological disease (other than Dementia of the Alzheimer's Type such as Huntington's disease, Parkinson's disease, encephalitis, epilepsy, stroke, or multiple sclerosis) and psychiatric disorders such as schizophrenia, major depression, or mental retardation.
   * Significant pulmonary disease predisposing to hypoxia.
   * Immunological disorder such as clinically significant allergies, Lupus erythematosis, or scleroderma.
   * Hematological disease (regardless of cause) such as refractory anemia or refractory myelosuppression.
   * Organ system diseases which, in the opinion of the investigator, would impact on the primary and secondary endpoints of the trial such as dehydration (hematocrit \>48%) or hypothyroidism.
4. Significant history of drug dependence or abuse (including alcohol, as defined in DSM IV or in the opinion of the investigator) within two years, or a positive urine drug screen for cocaine, heroin, or marijuana.
5. HIV positive.
6. Presence of Hepatitis C antibody.
7. Planned elective surgery requiring general anesthesia or hospitalization for more than 1 day during the study period.
8. Previous participation in any NS 2330 study.
9. Use of any investigational drug or procedure within 30 days before randomization.
10. Use of any drug within 14 days prior to randomization unless:

    * the dose of the drug and the condition being treated have been stable for at least 30 days and are expected to remain stable during the study
    * neither the drug nor the condition being treated is expected to interfere with the study endpoints.
11. Treatment with donepezil, galantamine, rivastigmine, or tacrine, is prohibited within 6 weeks before randomization.
12. Treatment with drugs that inhibit CYP 450 3A4 (see Appendix II for a list of relevant drugs.) If they are needed under emergency conditions, the patient should discontinue the trial.
13. Treatment with antipsychotics/neuroleptics is prohibited for 8 weeks prior to randomisation (see listing Appendix II).
14. Treatment with monoamine oxidase inhibitors is prohibited for 8 weeks prior to randomization.
15. Treatment with selective serotonin reuptake inhibitors is prohibited for 6 weeks prior to randomization.
16. Tricyclic antidepressants and antihistamines are prohibited for 4 weeks prior to randomization.",COMPLETED,,1
NCT02370524,Quantitative Evaluation of [18F]T807 as a Potential PET Radioligand for Imaging Tau in Patients With Alzheimer's Disease,"The primary objective of this exploratory imaging study is to further characterize \[18F\]T807, an investigational PET radioligand for imaging Tau (thought to be a downstream biomarker indicative of neurodegeneration in conditions such as AD).","Inclusion Criteria:

For all Subjects:

* Written informed consent or assent is obtained
* Female subjects/volunteers must be either surgically sterile (by means of hysterectomy, bilateral oophorectomy, or tubal ligation) or post-menopausal for at least 1 year or, if they are of childbearing potential, must commit to the use of two effective contraception methods for the duration of the study.
* Male subjects/volunteers and their partners of childbearing potential must commit to the use of two effective methods of contraception, one of which should be a barrier method for male subjects.

Prodromal and Mild Alzheimer's Disease Subjects

* Males and females aged between 50 and 90 years.
* Study partner has noticed a recent gradual decrease in the subject's memory (e.g., over the prior 12 months), which the subject may or may not be aware of.
* For prodromal subjects, abnormal memory function at screening or 4 weeks prior to screening based on the FCSRT-IR of:Free recall \<17, or Total recall \<40, or Free recall \<20 and total recall \<42.
* Individuals with mild AD must meet the criteria based on the National Institute of Neurological and Communicative Disorders and Stroke/Alzheimer's Disease and Related Disorders Association and Diagnostic and Statistical Manual of Mental Disorders, Version 5, criteria. This evidence may be compiled during screening but must be fully documented in the subject's study file before the baseline visit.
* Have an MMSE (Folstein et al. 1975) score at screening \>20.
* Have an Amyvid (florbetapir F 18 injection) scan at screening that demonstrates amyloid binding based on qualitative analysis (visual read) that meets the criteria for AD.
* Modified Hachinski Ischemia Scale (Moroney et al. 1997) score of ≤ 4.
* A neuroimaging evaluation of the brain by MRI that supports a diagnosis of AD with no evidence of focal disease to account for dementia or MRI exclusion criteria.
* Medications taken for symptomatic treatment of AD must be maintained on a stable dosage regimen for at least 4 weeks before the \[18F\]T807 imaging visit.
* Able to participate in all scheduled evaluations.
* The subject has an appropriate caregiver or community dwelling with a caregiver capable of accompanying the subject on all visits to the center as judged by the investigator.
* In the opinion of the investigator, the subject and caregiver will be compliant and have a high probability of completing the study.

Healthy Volunteers

* Males and females aged between 20 and 90 years. Younger healthy controls will be aged 20-49 and older healthy controls will be aged 50-90.
* Healthy volunteers with no clinically relevant findings on physical examination at screening and upon reporting for the \[18F\]T807 imaging visit.
* No suspicion of cognitive impairment/early dementia from MMSE as judged by the investigator (MMSE\>28).
* No concomitant medications, over-the-counter, supplement, or any other agent intended to improve cognition or prevent cognitive decline
* A negative Amyvid (florbetapir F 18 injection) scan at screening based on qualitative analysis (visual read).

Exclusion Criteria:

For All subjects:

* Current or prior history of any alcohol or drug abuse.
* Severe systemic disease based on history and physical examination.
* Positive result on urine screen for illicit drugs.
* Laboratory tests with clinically significant abnormalities
* Clinically significant unstable medical or psychiatric illness.
* Positive test for hepatitis B or C or HIV.
* Prior participation in other research protocols or clinical care in the last year such that radiation exposure is \>15 mSv and participation in this study would require the subject/volunteer to exceed the annual limits.
* Pregnancy or breastfeeding.
* Current or prior history of coagulopathy.
* The subject has evidence of clinically significant gastrointestinal, cardiovascular, hepatic, renal, hematological, neoplastic, endocrine, neurological, immunodeficiency, pulmonary, or other disorder or disease.
* History of significant drug and/or food allergies, anaphylactic/anaphylactoid reaction to any allergen.
* Contraindication for arterial cannulation.
* Unsuitable veins for repeated venipuncture.
* MRI exclusion criteria include: non-AD pathology such as infectious disease, space-occupying lesions, normal pressure hydrocephalus, or any other abnormalities associated with significant CNS disease
* Any lacunar infarct in a strategically important location known to lead to cognitive impairment such as the thalamus, hippocampus of either hemisphere, or head of the left caudate
* Severe sub-cortical microvascular disease (Fazekas score of 3 for deep white matter hyperintensities) (Fazekas et al. 1987)
* Territorial infarct or macroscopic hemorrhage (\>10 mm)
* Implants such as implanted cardiac pacemakers or defibrillators, insulin pumps, cochlear implants, metallic ocular foreign body, implanted neural stimulators, CNS aneurysm clips or other medical implants that have not been certified for MRI, or history of claustrophobia in MRI
* Observed claustrophobia at screening
* Ferromagnetic foreign bodies, such as metal shrapnel or bullet fragments, need to be considered on an individual basis",COMPLETED,,1
NCT01569997,Impact of Systematic Tracking of Dementia Cases on the Rate of Hospitalization in Emergency Care Units,"Introduction: Epidemiological data show that in France only half of patients with Alzheimer disease are currently diagnosed in the general population. The absence of early diagnosis of dementia reduces the opportunities of patients to receive optimal care. One of the consequences of undiagnosed dementia is inadequate use of emergency care units.

The main objective: The main aim of this study is to evaluate the impact of a systematic case-finding procedure of dementia cases in nursing homes through a MDTM on the rate of hospitalization in emergency care units.

Secondary objectives:

To assess the impact of systematic tracking of dementia cases on the:

* Quantity and quality of drug-prescription
* Appropriateness of hospitalizations
* Prevalence of neuropsychiatric symptoms
* Dependency
* Quality of life
* Burden of nursing staff working conditions
* Planning of specific therapeutic measures
* Overall health care costs","Inclusion Criteria:

* Residents of both sex, aged 60 years or over
* Residents living in a nursing home participating in the study
* Residents living in the nursing home for 30 days or more
* Residents without diagnosed and documented dementia, identified as follows:

  * residents not identified by the French Healthcare system as suffering from dementia (ALD 15)
  * residents not benefiting from a specific care program or a specialized follow-up for dementia
  * residents for whom there is no appropriate investigation for dementia diagnosis in medical records
  * residents not taking specific drugs for dementia (Cholinesterase inhibitors and/or Memantine)
* Residents and their GP having received information about the study
* Residents and their GP having expressed their agreement to participate in the study

Exclusion Criteria:

* Residents aged less than 60 years
* Residents not living in a nursing home participating in study
* Residents living in nursing home for less than 30 days
* Residents with diagnosed and documented dementia, identified as follows:

  * residents Identified by the French Healthcare system as suffering from dementia (ALD 15)
  * residents benefiting from specific care programme or specialized follow-up for dementia
  * residents for whom there is appropriate investigation for dementia diagnosis in medical records
  * residents taking specific drugs for dementia (Cholinesterase inhibitors and/or Memantine)
* Residents and/or their GP who received no information about the study
* Residents and/or their GP having expressed their opposition to participate in the study",COMPLETED,,1
NCT02462291,New Approach for Treatment of Behavioral Disorders in Alzheimer's Disease (Alzheimer's Behavioral and Cognitive Disorders),"Alzheimer's disease (AD) is the most frequent form of dementia, causing high level of disability with elevated social costs. Alternative solutions to the standard pharmacological therapies have been studied in order to reduce the use of medications that frequently generates side effects and worsen patients' quality of life. A recent alternative treatment for AD is the Environmental Ecological Therapy (EET) that, with the use of therapeutic gardens, seems to reduce behavioral disorders (BD). However, the effectiveness of this approach is still mater of debate. Therefore, the aim of this trial will be to analyze the effects of EET, in people with severe AD.","Inclusion Criteria:

* Person with Alzheimer's disease.

Exclusion Criteria:

* Bedridden patients.",COMPLETED,,1
NCT00236574,A Study to Evaluate the Efficacy and Safety of Galantamine in Patients With Mild Cognitive Impairment,The purpose of this study is to evaluate the efficacy and safety of galantamine treatment in patients with mild cognitive impairment.,"Inclusion Criteria:

* Clinical decline of cognitive ability consistent with mild cognitive impairment
* Delayed recall score less than or equal to 10 on New York University paragraph recall test
* Sufficient visual, hearing and communication capabilities and willingness to complete serial standard tests of cognitive function
* Have a consistent informant to accompany them on scheduled visits
* Be able to read, write and fully understand the language of the cognitive scales used in the study

Exclusion Criteria:

* Contraindications for magnetic resonance imaging, for example, presence of pacemaker or presence of metal in high risk areas
* Neurodegenerative disorders such as Parkinson's disease
* Cognitive impairment resulting from acute cerebral trauma, hypoxic cerebral damage, vitamin deficiency states, infections such as meningitis or AIDS, or primary of metastatic cerebral neoplasia
* Significant endocrine or metabolic disease
* Mental retardation
* Women who are pregnant, nursing, or lacking adequate contraception",COMPLETED,,1
NCT03371420,PET Imaging of Subjects Using 124I-PU-AD,"This is a first in-human, open-label pilot (microdose) study of the positron-emitting agent 124I-PU-AD in subjects with specific cancer types (solid malignancy, lymphoma, and/or myeloma) and/or Alzheimer's disease.","Inclusion Criteria:

1. Subjects with a diagnosis of cancer and/or Alzheimer's Disease, meeting trial eligibility criteria as specified below for either disease:

   Cancer:
   1. Subjects with eligible histologic types of cancer. Eligible histologic types of cancer include solid malignancy, myeloma, and lymphoma.
   2. Cancer histology confirmed by pathology.
   3. Cancerous disease is radiologically-measurable or evaluable as defined by published tumor response criteria (including but not limited to RECIST 1.1).

   Alzheimer's:
   1. Established diagnosis of mild-moderate Alzheimer's disease based upon neurological and neuropsychological evaluation following the National Institute on Aging - Alzheimer's disease Association criteria that recently revisited the NINCDS-ADRDA criteria.
   2. Documentation of diagnosis of mild-moderate Alzheimer's disease, as above, by board-certified neurologist.
2. Subjects who have both cancer and Alzheimer's Disease, subjects are considered eligible if they meet all eligibility requirements for either Alzheimer's Disease or cancer patients, as specified above.

Exclusion Criteria:

1. Subject has unacceptable pre-study organ function during screening defined as:

   1. Bilirubin \> 1.5 x institutional upper limit of normal (ULN)
   2. AST/ALT \>2.5 x ULN
   3. Albumin \< 2 g/dl
   4. GGT \> 2.5 x ULN (IF Alkaline phosphatase \> 2.5 x ULN)
   5. Creatinine \>1.5 x ULN or creatinine clearance \< 60 mL/min.
2. Subject has history of acute major illness (i.e., unstable cardiovascular condition.)
3. Subject has concurrent participation in any interventional studies within 30 days of first dose of study drug.",TERMINATED,Company has ceased operations,0
